Year,Team,OPS,OBP
1963,San Francisco Giants,0.73,0.316
1963,St. Louis Cardinals,0.729,0.326
1963,Boston Red Sox,0.712,0.312
1963,New York Yankees,0.712,0.309
1963,Detroit Tigers,0.709,0.327
1963,Baltimore Orioles,0.69,0.31
1963,Chicago White Sox,0.688,0.323
1963,Philadelphia Phillies,0.687,0.306
1963,Cleveland Indians,0.682,0.301
1963,Milwaukee Braves,0.682,0.312
1963,Cincinnati Reds,0.681,0.31
1963,Pittsburgh Pirates,0.668,0.309
1963,Kansas City Athletics,0.666,0.313
1963,Los Angeles Dodgers,0.666,0.309
1963,Los Angeles Angels,0.663,0.309
1963,Chicago Cubs,0.66,0.297
1963,Washington Senators,0.644,0.293
1963,New York Mets,0.6,0.285
1963,Houston Colt 45's,0.584,0.283
1963,Minnesota Twins,0.755,0.325
1963,San Francisco Giants,0.73,0.316
1963,St. Louis Cardinals,0.729,0.326
1963,Boston Red Sox,0.712,0.312
1963,New York Yankees,0.712,0.309
1963,Detroit Tigers,0.709,0.327
1963,Baltimore Orioles,0.69,0.31
1963,Chicago White Sox,0.688,0.323
1963,Philadelphia Phillies,0.687,0.306
1963,Cleveland Indians,0.682,0.301
1963,Milwaukee Braves,0.682,0.312
1963,Cincinnati Reds,0.681,0.31
1963,Pittsburgh Pirates,0.668,0.309
1963,Kansas City Athletics,0.666,0.313
1963,Los Angeles Dodgers,0.666,0.309
1963,Los Angeles Angels,0.663,0.309
1963,Chicago Cubs,0.66,0.297
1963,Washington Senators,0.644,0.293
1963,New York Mets,0.6,0.285
1963,Houston Colt 45's,0.584,0.283
1963,Minnesota Twins,0.755,0.325
1963,San Francisco Giants,0.73,0.316
1963,St. Louis Cardinals,0.729,0.326
1963,Boston Red Sox,0.712,0.312
1963,New York Yankees,0.712,0.309
1963,Detroit Tigers,0.709,0.327
1963,Baltimore Orioles,0.69,0.31
1963,Chicago White Sox,0.688,0.323
1963,Philadelphia Phillies,0.687,0.306
1963,Cleveland Indians,0.682,0.301
1963,Milwaukee Braves,0.682,0.312
1963,Cincinnati Reds,0.681,0.31
1963,Pittsburgh Pirates,0.668,0.309
1963,Kansas City Athletics,0.666,0.313
1963,Los Angeles Dodgers,0.666,0.309
1963,Los Angeles Angels,0.663,0.309
1963,Chicago Cubs,0.66,0.297
1963,Washington Senators,0.644,0.293
1963,New York Mets,0.6,0.285
1963,Houston Colt 45's,0.584,0.283
1963,Minnesota Twins,0.755,0.325
1963,San Francisco Giants,0.73,0.316
1963,St. Louis Cardinals,0.729,0.326
1963,Boston Red Sox,0.712,0.312
1963,New York Yankees,0.712,0.309
1963,Detroit Tigers,0.709,0.327
1963,Baltimore Orioles,0.69,0.31
1963,Chicago White Sox,0.688,0.323
1963,Philadelphia Phillies,0.687,0.306
1963,Cleveland Indians,0.682,0.301
1963,Milwaukee Braves,0.682,0.312
1963,Cincinnati Reds,0.681,0.31
1963,Pittsburgh Pirates,0.668,0.309
1963,Kansas City Athletics,0.666,0.313
1963,Los Angeles Dodgers,0.666,0.309
1963,Los Angeles Angels,0.663,0.309
1963,Chicago Cubs,0.66,0.297
1963,Washington Senators,0.644,0.293
1963,New York Mets,0.6,0.285
1963,Houston Colt 45's,0.584,0.283
1963,Minnesota Twins,0.755,0.325
1963,San Francisco Giants,0.73,0.316
1963,St. Louis Cardinals,0.729,0.326
1963,Boston Red Sox,0.712,0.312
1963,New York Yankees,0.712,0.309
1963,Detroit Tigers,0.709,0.327
1963,Baltimore Orioles,0.69,0.31
1963,Chicago White Sox,0.688,0.323
1963,Philadelphia Phillies,0.687,0.306
1963,Cleveland Indians,0.682,0.301
1963,Milwaukee Braves,0.682,0.312
1963,Cincinnati Reds,0.681,0.31
1963,Pittsburgh Pirates,0.668,0.309
1963,Kansas City Athletics,0.666,0.313
1963,Los Angeles Dodgers,0.666,0.309
1963,Los Angeles Angels,0.663,0.309
1963,Chicago Cubs,0.66,0.297
1963,Washington Senators,0.644,0.293
1963,New York Mets,0.6,0.285
1963,Houston Colt 45's,0.584,0.283
1963,Minnesota Twins,0.755,0.325
1963,San Francisco Giants,0.73,0.316
1963,St. Louis Cardinals,0.729,0.326
1963,Boston Red Sox,0.712,0.312
1963,New York Yankees,0.712,0.309
1963,Detroit Tigers,0.709,0.327
1963,Baltimore Orioles,0.69,0.31
1963,Chicago White Sox,0.688,0.323
1963,Philadelphia Phillies,0.687,0.306
1963,Cleveland Indians,0.682,0.301
1963,Milwaukee Braves,0.682,0.312
1963,Cincinnati Reds,0.681,0.31
1963,Pittsburgh Pirates,0.668,0.309
1963,Kansas City Athletics,0.666,0.313
1963,Los Angeles Dodgers,0.666,0.309
1963,Los Angeles Angels,0.663,0.309
1963,Chicago Cubs,0.66,0.297
1963,Washington Senators,0.644,0.293
1963,New York Mets,0.6,0.285
1963,Houston Colt 45's,0.584,0.283
1963,Minnesota Twins,0.755,0.325
1963,San Francisco Giants,0.73,0.316
1963,St. Louis Cardinals,0.729,0.326
1963,Boston Red Sox,0.712,0.312
1963,New York Yankees,0.712,0.309
1963,Detroit Tigers,0.709,0.327
1963,Baltimore Orioles,0.69,0.31
1963,Chicago White Sox,0.688,0.323
1963,Philadelphia Phillies,0.687,0.306
1963,Cleveland Indians,0.682,0.301
1963,Milwaukee Braves,0.682,0.312
1963,Cincinnati Reds,0.681,0.31
1963,Pittsburgh Pirates,0.668,0.309
1963,Kansas City Athletics,0.666,0.313
1963,Los Angeles Dodgers,0.666,0.309
1963,Los Angeles Angels,0.663,0.309
1963,Chicago Cubs,0.66,0.297
1963,Washington Senators,0.644,0.293
1963,New York Mets,0.6,0.285
1963,Houston Colt 45's,0.584,0.283
1964,Milwaukee Braves,0.751,0.333
1964,Minnesota Twins,0.749,0.322
1964,Boston Red Sox,0.738,0.322
1964,St. Louis Cardinals,0.716,0.324
1964,Detroit Tigers,0.714,0.319
1964,Philadelphia Phillies,0.706,0.315
1964,Chicago Cubs,0.704,0.314
1964,New York Yankees,0.704,0.317
1964,Pittsburgh Pirates,0.704,0.315
1964,Baltimore Orioles,0.703,0.316
1964,Cleveland Indians,0.692,0.312
1964,San Francisco Giants,0.692,0.31
1964,Kansas City Athletics,0.69,0.311
1964,Cincinnati Reds,0.68,0.308
1964,Chicago White Sox,0.673,0.32
1964,Los Angeles Angels,0.648,0.304
1964,Washington Senators,0.647,0.299
1964,Los Angeles Dodgers,0.645,0.305
1964,New York Mets,0.644,0.296
1964,Houston Colt 45's,0.6,0.285
1964,Milwaukee Braves,0.751,0.333
1964,Minnesota Twins,0.749,0.322
1964,Boston Red Sox,0.738,0.322
1964,St. Louis Cardinals,0.716,0.324
1964,Detroit Tigers,0.714,0.319
1964,Philadelphia Phillies,0.706,0.315
1964,Chicago Cubs,0.704,0.314
1964,New York Yankees,0.704,0.317
1964,Pittsburgh Pirates,0.704,0.315
1964,Baltimore Orioles,0.703,0.316
1964,Cleveland Indians,0.692,0.312
1964,San Francisco Giants,0.692,0.31
1964,Kansas City Athletics,0.69,0.311
1964,Cincinnati Reds,0.68,0.308
1964,Chicago White Sox,0.673,0.32
1964,Los Angeles Angels,0.648,0.304
1964,Washington Senators,0.647,0.299
1964,Los Angeles Dodgers,0.645,0.305
1964,New York Mets,0.644,0.296
1964,Houston Colt 45's,0.6,0.285
1964,Milwaukee Braves,0.751,0.333
1964,Minnesota Twins,0.749,0.322
1964,Boston Red Sox,0.738,0.322
1964,St. Louis Cardinals,0.716,0.324
1964,Detroit Tigers,0.714,0.319
1964,Philadelphia Phillies,0.706,0.315
1964,Chicago Cubs,0.704,0.314
1964,New York Yankees,0.704,0.317
1964,Pittsburgh Pirates,0.704,0.315
1964,Baltimore Orioles,0.703,0.316
1964,Cleveland Indians,0.692,0.312
1964,San Francisco Giants,0.692,0.31
1964,Kansas City Athletics,0.69,0.311
1964,Cincinnati Reds,0.68,0.308
1964,Chicago White Sox,0.673,0.32
1964,Los Angeles Angels,0.648,0.304
1964,Washington Senators,0.647,0.299
1964,Los Angeles Dodgers,0.645,0.305
1964,New York Mets,0.644,0.296
1964,Houston Colt 45's,0.6,0.285
1964,Milwaukee Braves,0.751,0.333
1964,Minnesota Twins,0.749,0.322
1964,Boston Red Sox,0.738,0.322
1964,St. Louis Cardinals,0.716,0.324
1964,Detroit Tigers,0.714,0.319
1964,Philadelphia Phillies,0.706,0.315
1964,Chicago Cubs,0.704,0.314
1964,New York Yankees,0.704,0.317
1964,Pittsburgh Pirates,0.704,0.315
1964,Baltimore Orioles,0.703,0.316
1964,Cleveland Indians,0.692,0.312
1964,San Francisco Giants,0.692,0.31
1964,Kansas City Athletics,0.69,0.311
1964,Cincinnati Reds,0.68,0.308
1964,Chicago White Sox,0.673,0.32
1964,Los Angeles Angels,0.648,0.304
1964,Washington Senators,0.647,0.299
1964,Los Angeles Dodgers,0.645,0.305
1964,New York Mets,0.644,0.296
1964,Houston Colt 45's,0.6,0.285
1964,Milwaukee Braves,0.751,0.333
1964,Minnesota Twins,0.749,0.322
1964,Boston Red Sox,0.738,0.322
1964,St. Louis Cardinals,0.716,0.324
1964,Detroit Tigers,0.714,0.319
1964,Philadelphia Phillies,0.706,0.315
1964,Chicago Cubs,0.704,0.314
1964,New York Yankees,0.704,0.317
1964,Pittsburgh Pirates,0.704,0.315
1964,Baltimore Orioles,0.703,0.316
1964,Cleveland Indians,0.692,0.312
1964,San Francisco Giants,0.692,0.31
1964,Kansas City Athletics,0.69,0.311
1964,Cincinnati Reds,0.68,0.308
1964,Chicago White Sox,0.673,0.32
1964,Los Angeles Angels,0.648,0.304
1964,Washington Senators,0.647,0.299
1964,Los Angeles Dodgers,0.645,0.305
1964,New York Mets,0.644,0.296
1964,Houston Colt 45's,0.6,0.285
1964,Milwaukee Braves,0.751,0.333
1964,Minnesota Twins,0.749,0.322
1964,Boston Red Sox,0.738,0.322
1964,St. Louis Cardinals,0.716,0.324
1964,Detroit Tigers,0.714,0.319
1964,Philadelphia Phillies,0.706,0.315
1964,Chicago Cubs,0.704,0.314
1964,New York Yankees,0.704,0.317
1964,Pittsburgh Pirates,0.704,0.315
1964,Baltimore Orioles,0.703,0.316
1964,Cleveland Indians,0.692,0.312
1964,San Francisco Giants,0.692,0.31
1964,Kansas City Athletics,0.69,0.311
1964,Cincinnati Reds,0.68,0.308
1964,Chicago White Sox,0.673,0.32
1964,Los Angeles Angels,0.648,0.304
1964,Washington Senators,0.647,0.299
1964,Los Angeles Dodgers,0.645,0.305
1964,New York Mets,0.644,0.296
1964,Houston Colt 45's,0.6,0.285
1964,Milwaukee Braves,0.751,0.333
1964,Minnesota Twins,0.749,0.322
1964,Boston Red Sox,0.738,0.322
1964,St. Louis Cardinals,0.716,0.324
1964,Detroit Tigers,0.714,0.319
1964,Philadelphia Phillies,0.706,0.315
1964,Chicago Cubs,0.704,0.314
1964,New York Yankees,0.704,0.317
1964,Pittsburgh Pirates,0.704,0.315
1964,Baltimore Orioles,0.703,0.316
1964,Cleveland Indians,0.692,0.312
1964,San Francisco Giants,0.692,0.31
1964,Kansas City Athletics,0.69,0.311
1964,Cincinnati Reds,0.68,0.308
1964,Chicago White Sox,0.673,0.32
1964,Los Angeles Angels,0.648,0.304
1964,Washington Senators,0.647,0.299
1964,Los Angeles Dodgers,0.645,0.305
1964,New York Mets,0.644,0.296
1964,Houston Colt 45's,0.6,0.285
1964,Milwaukee Braves,0.751,0.333
1964,Minnesota Twins,0.749,0.322
1964,Boston Red Sox,0.738,0.322
1964,St. Louis Cardinals,0.716,0.324
1964,Detroit Tigers,0.714,0.319
1964,Philadelphia Phillies,0.706,0.315
1964,Chicago Cubs,0.704,0.314
1964,New York Yankees,0.704,0.317
1964,Pittsburgh Pirates,0.704,0.315
1964,Baltimore Orioles,0.703,0.316
1964,Cleveland Indians,0.692,0.312
1964,San Francisco Giants,0.692,0.31
1964,Kansas City Athletics,0.69,0.311
1964,Cincinnati Reds,0.68,0.308
1964,Chicago White Sox,0.673,0.32
1964,Los Angeles Angels,0.648,0.304
1964,Washington Senators,0.647,0.299
1964,Los Angeles Dodgers,0.645,0.305
1964,New York Mets,0.644,0.296
1964,Houston Colt 45's,0.6,0.285
1964,Milwaukee Braves,0.751,0.333
1964,Minnesota Twins,0.749,0.322
1964,Boston Red Sox,0.738,0.322
1964,St. Louis Cardinals,0.716,0.324
1964,Detroit Tigers,0.714,0.319
1964,Philadelphia Phillies,0.706,0.315
1964,Chicago Cubs,0.704,0.314
1964,New York Yankees,0.704,0.317
1964,Pittsburgh Pirates,0.704,0.315
1964,Baltimore Orioles,0.703,0.316
1964,Cleveland Indians,0.692,0.312
1964,San Francisco Giants,0.692,0.31
1964,Kansas City Athletics,0.69,0.311
1964,Cincinnati Reds,0.68,0.308
1964,Chicago White Sox,0.673,0.32
1964,Los Angeles Angels,0.648,0.304
1964,Washington Senators,0.647,0.299
1964,Los Angeles Dodgers,0.645,0.305
1964,New York Mets,0.644,0.296
1964,Houston Colt 45's,0.6,0.285
1964,Milwaukee Braves,0.751,0.333
1964,Minnesota Twins,0.749,0.322
1964,Boston Red Sox,0.738,0.322
1964,St. Louis Cardinals,0.716,0.324
1964,Detroit Tigers,0.714,0.319
1964,Philadelphia Phillies,0.706,0.315
1964,Chicago Cubs,0.704,0.314
1964,New York Yankees,0.704,0.317
1964,Pittsburgh Pirates,0.704,0.315
1964,Baltimore Orioles,0.703,0.316
1964,Cleveland Indians,0.692,0.312
1964,San Francisco Giants,0.692,0.31
1964,Kansas City Athletics,0.69,0.311
1964,Cincinnati Reds,0.68,0.308
1964,Chicago White Sox,0.673,0.32
1964,Los Angeles Angels,0.648,0.304
1964,Washington Senators,0.647,0.299
1964,Los Angeles Dodgers,0.645,0.305
1964,New York Mets,0.644,0.296
1964,Houston Colt 45's,0.6,0.285
1965,Cincinnati Reds,0.778,0.339
1965,Boston Red Sox,0.727,0.327
1965,Milwaukee Braves,0.726,0.31
1965,Minnesota Twins,0.723,0.324
1965,Pittsburgh Pirates,0.699,0.317
1965,San Francisco Giants,0.698,0.313
1965,Philadelphia Phillies,0.697,0.313
1965,Cleveland Indians,0.694,0.315
1965,Detroit Tigers,0.686,0.312
1965,St. Louis Cardinals,0.685,0.314
1965,Chicago White Sox,0.679,0.315
1965,Baltimore Orioles,0.67,0.307
1965,Kansas City Athletics,0.667,0.309
1965,Chicago Cubs,0.665,0.307
1965,New York Yankees,0.663,0.299
1965,Washington Senators,0.654,0.304
1965,Los Angeles Dodgers,0.647,0.312
1965,Houston Astros,0.645,0.305
1965,Los Angeles Angels,0.638,0.297
1965,New York Mets,0.604,0.277
1965,Cincinnati Reds,0.778,0.339
1965,Boston Red Sox,0.727,0.327
1965,Milwaukee Braves,0.726,0.31
1965,Minnesota Twins,0.723,0.324
1965,Pittsburgh Pirates,0.699,0.317
1965,San Francisco Giants,0.698,0.313
1965,Philadelphia Phillies,0.697,0.313
1965,Cleveland Indians,0.694,0.315
1965,Detroit Tigers,0.686,0.312
1965,St. Louis Cardinals,0.685,0.314
1965,Chicago White Sox,0.679,0.315
1965,Baltimore Orioles,0.67,0.307
1965,Kansas City Athletics,0.667,0.309
1965,Chicago Cubs,0.665,0.307
1965,New York Yankees,0.663,0.299
1965,Washington Senators,0.654,0.304
1965,Los Angeles Dodgers,0.647,0.312
1965,Houston Astros,0.645,0.305
1965,Los Angeles Angels,0.638,0.297
1965,New York Mets,0.604,0.277
1965,Cincinnati Reds,0.778,0.339
1965,Boston Red Sox,0.727,0.327
1965,Milwaukee Braves,0.726,0.31
1965,Minnesota Twins,0.723,0.324
1965,Pittsburgh Pirates,0.699,0.317
1965,San Francisco Giants,0.698,0.313
1965,Philadelphia Phillies,0.697,0.313
1965,Cleveland Indians,0.694,0.315
1965,Detroit Tigers,0.686,0.312
1965,St. Louis Cardinals,0.685,0.314
1965,Chicago White Sox,0.679,0.315
1965,Baltimore Orioles,0.67,0.307
1965,Kansas City Athletics,0.667,0.309
1965,Chicago Cubs,0.665,0.307
1965,New York Yankees,0.663,0.299
1965,Washington Senators,0.654,0.304
1965,Los Angeles Dodgers,0.647,0.312
1965,Houston Astros,0.645,0.305
1965,Los Angeles Angels,0.638,0.297
1965,New York Mets,0.604,0.277
1965,Cincinnati Reds,0.778,0.339
1965,Boston Red Sox,0.727,0.327
1965,Milwaukee Braves,0.726,0.31
1965,Minnesota Twins,0.723,0.324
1965,Pittsburgh Pirates,0.699,0.317
1965,San Francisco Giants,0.698,0.313
1965,Philadelphia Phillies,0.697,0.313
1965,Cleveland Indians,0.694,0.315
1965,Detroit Tigers,0.686,0.312
1965,St. Louis Cardinals,0.685,0.314
1965,Chicago White Sox,0.679,0.315
1965,Baltimore Orioles,0.67,0.307
1965,Kansas City Athletics,0.667,0.309
1965,Chicago Cubs,0.665,0.307
1965,New York Yankees,0.663,0.299
1965,Washington Senators,0.654,0.304
1965,Los Angeles Dodgers,0.647,0.312
1965,Houston Astros,0.645,0.305
1965,Los Angeles Angels,0.638,0.297
1965,New York Mets,0.604,0.277
1965,Cincinnati Reds,0.778,0.339
1965,Boston Red Sox,0.727,0.327
1965,Milwaukee Braves,0.726,0.31
1965,Minnesota Twins,0.723,0.324
1965,Pittsburgh Pirates,0.699,0.317
1965,San Francisco Giants,0.698,0.313
1965,Philadelphia Phillies,0.697,0.313
1965,Cleveland Indians,0.694,0.315
1965,Detroit Tigers,0.686,0.312
1965,St. Louis Cardinals,0.685,0.314
1965,Chicago White Sox,0.679,0.315
1965,Baltimore Orioles,0.67,0.307
1965,Kansas City Athletics,0.667,0.309
1965,Chicago Cubs,0.665,0.307
1965,New York Yankees,0.663,0.299
1965,Washington Senators,0.654,0.304
1965,Los Angeles Dodgers,0.647,0.312
1965,Houston Astros,0.645,0.305
1965,Los Angeles Angels,0.638,0.297
1965,New York Mets,0.604,0.277
1965,Cincinnati Reds,0.778,0.339
1965,Boston Red Sox,0.727,0.327
1965,Milwaukee Braves,0.726,0.31
1965,Minnesota Twins,0.723,0.324
1965,Pittsburgh Pirates,0.699,0.317
1965,San Francisco Giants,0.698,0.313
1965,Philadelphia Phillies,0.697,0.313
1965,Cleveland Indians,0.694,0.315
1965,Detroit Tigers,0.686,0.312
1965,St. Louis Cardinals,0.685,0.314
1965,Chicago White Sox,0.679,0.315
1965,Baltimore Orioles,0.67,0.307
1965,Kansas City Athletics,0.667,0.309
1965,Chicago Cubs,0.665,0.307
1965,New York Yankees,0.663,0.299
1965,Washington Senators,0.654,0.304
1965,Los Angeles Dodgers,0.647,0.312
1965,Houston Astros,0.645,0.305
1965,Los Angeles Angels,0.638,0.297
1965,New York Mets,0.604,0.277
1965,Cincinnati Reds,0.778,0.339
1965,Boston Red Sox,0.727,0.327
1965,Milwaukee Braves,0.726,0.31
1965,Minnesota Twins,0.723,0.324
1965,Pittsburgh Pirates,0.699,0.317
1965,San Francisco Giants,0.698,0.313
1965,Philadelphia Phillies,0.697,0.313
1965,Cleveland Indians,0.694,0.315
1965,Detroit Tigers,0.686,0.312
1965,St. Louis Cardinals,0.685,0.314
1965,Chicago White Sox,0.679,0.315
1965,Baltimore Orioles,0.67,0.307
1965,Kansas City Athletics,0.667,0.309
1965,Chicago Cubs,0.665,0.307
1965,New York Yankees,0.663,0.299
1965,Washington Senators,0.654,0.304
1965,Los Angeles Dodgers,0.647,0.312
1965,Houston Astros,0.645,0.305
1965,Los Angeles Angels,0.638,0.297
1965,New York Mets,0.604,0.277
1965,Cincinnati Reds,0.778,0.339
1965,Boston Red Sox,0.727,0.327
1965,Milwaukee Braves,0.726,0.31
1965,Minnesota Twins,0.723,0.324
1965,Pittsburgh Pirates,0.699,0.317
1965,San Francisco Giants,0.698,0.313
1965,Philadelphia Phillies,0.697,0.313
1965,Cleveland Indians,0.694,0.315
1965,Detroit Tigers,0.686,0.312
1965,St. Louis Cardinals,0.685,0.314
1965,Chicago White Sox,0.679,0.315
1965,Baltimore Orioles,0.67,0.307
1965,Kansas City Athletics,0.667,0.309
1965,Chicago Cubs,0.665,0.307
1965,New York Yankees,0.663,0.299
1965,Washington Senators,0.654,0.304
1965,Los Angeles Dodgers,0.647,0.312
1965,Houston Astros,0.645,0.305
1965,Los Angeles Angels,0.638,0.297
1965,New York Mets,0.604,0.277
1965,Cincinnati Reds,0.778,0.339
1965,Boston Red Sox,0.727,0.327
1965,Milwaukee Braves,0.726,0.31
1965,Minnesota Twins,0.723,0.324
1965,Pittsburgh Pirates,0.699,0.317
1965,San Francisco Giants,0.698,0.313
1965,Philadelphia Phillies,0.697,0.313
1965,Cleveland Indians,0.694,0.315
1965,Detroit Tigers,0.686,0.312
1965,St. Louis Cardinals,0.685,0.314
1965,Chicago White Sox,0.679,0.315
1965,Baltimore Orioles,0.67,0.307
1965,Kansas City Athletics,0.667,0.309
1965,Chicago Cubs,0.665,0.307
1965,New York Yankees,0.663,0.299
1965,Washington Senators,0.654,0.304
1965,Los Angeles Dodgers,0.647,0.312
1965,Houston Astros,0.645,0.305
1965,Los Angeles Angels,0.638,0.297
1965,New York Mets,0.604,0.277
1965,Cincinnati Reds,0.778,0.339
1965,Boston Red Sox,0.727,0.327
1965,Milwaukee Braves,0.726,0.31
1965,Minnesota Twins,0.723,0.324
1965,Pittsburgh Pirates,0.699,0.317
1965,San Francisco Giants,0.698,0.313
1965,Philadelphia Phillies,0.697,0.313
1965,Cleveland Indians,0.694,0.315
1965,Detroit Tigers,0.686,0.312
1965,St. Louis Cardinals,0.685,0.314
1965,Chicago White Sox,0.679,0.315
1965,Baltimore Orioles,0.67,0.307
1965,Kansas City Athletics,0.667,0.309
1965,Chicago Cubs,0.665,0.307
1965,New York Yankees,0.663,0.299
1965,Washington Senators,0.654,0.304
1965,Los Angeles Dodgers,0.647,0.312
1965,Houston Astros,0.645,0.305
1965,Los Angeles Angels,0.638,0.297
1965,New York Mets,0.604,0.277
1966,Pittsburgh Pirates,0.757,0.329
1966,Atlanta Braves,0.75,0.326
1966,Baltimore Orioles,0.733,0.324
1966,Detroit Tigers,0.727,0.321
1966,Cincinnati Reds,0.704,0.309
1966,Philadelphia Phillies,0.7,0.322
1966,Minnesota Twins,0.698,0.316
1966,San Francisco Giants,0.695,0.303
1966,Chicago Cubs,0.693,0.313
1966,Boston Red Sox,0.686,0.31
1966,Houston Astros,0.683,0.318
1966,Los Angeles Dodgers,0.676,0.314
1966,New York Yankees,0.673,0.299
1966,St. Louis Cardinals,0.666,0.298
1966,California Angels,0.657,0.303
1966,Cleveland Indians,0.657,0.297
1966,Washington Senators,0.65,0.295
1966,New York Mets,0.643,0.301
1966,Kansas City Athletics,0.631,0.294
1966,Chicago White Sox,0.628,0.297
1966,Pittsburgh Pirates,0.757,0.329
1966,Atlanta Braves,0.75,0.326
1966,Baltimore Orioles,0.733,0.324
1966,Detroit Tigers,0.727,0.321
1966,Cincinnati Reds,0.704,0.309
1966,Philadelphia Phillies,0.7,0.322
1966,Minnesota Twins,0.698,0.316
1966,San Francisco Giants,0.695,0.303
1966,Chicago Cubs,0.693,0.313
1966,Boston Red Sox,0.686,0.31
1966,Houston Astros,0.683,0.318
1966,Los Angeles Dodgers,0.676,0.314
1966,New York Yankees,0.673,0.299
1966,St. Louis Cardinals,0.666,0.298
1966,California Angels,0.657,0.303
1966,Cleveland Indians,0.657,0.297
1966,Washington Senators,0.65,0.295
1966,New York Mets,0.643,0.301
1966,Kansas City Athletics,0.631,0.294
1966,Chicago White Sox,0.628,0.297
1966,Pittsburgh Pirates,0.757,0.329
1966,Atlanta Braves,0.75,0.326
1966,Baltimore Orioles,0.733,0.324
1966,Detroit Tigers,0.727,0.321
1966,Cincinnati Reds,0.704,0.309
1966,Philadelphia Phillies,0.7,0.322
1966,Minnesota Twins,0.698,0.316
1966,San Francisco Giants,0.695,0.303
1966,Chicago Cubs,0.693,0.313
1966,Boston Red Sox,0.686,0.31
1966,Houston Astros,0.683,0.318
1966,Los Angeles Dodgers,0.676,0.314
1966,New York Yankees,0.673,0.299
1966,St. Louis Cardinals,0.666,0.298
1966,California Angels,0.657,0.303
1966,Cleveland Indians,0.657,0.297
1966,Washington Senators,0.65,0.295
1966,New York Mets,0.643,0.301
1966,Kansas City Athletics,0.631,0.294
1966,Chicago White Sox,0.628,0.297
1966,Pittsburgh Pirates,0.757,0.329
1966,Atlanta Braves,0.75,0.326
1966,Baltimore Orioles,0.733,0.324
1966,Detroit Tigers,0.727,0.321
1966,Cincinnati Reds,0.704,0.309
1966,Philadelphia Phillies,0.7,0.322
1966,Minnesota Twins,0.698,0.316
1966,San Francisco Giants,0.695,0.303
1966,Chicago Cubs,0.693,0.313
1966,Boston Red Sox,0.686,0.31
1966,Houston Astros,0.683,0.318
1966,Los Angeles Dodgers,0.676,0.314
1966,New York Yankees,0.673,0.299
1966,St. Louis Cardinals,0.666,0.298
1966,California Angels,0.657,0.303
1966,Cleveland Indians,0.657,0.297
1966,Washington Senators,0.65,0.295
1966,New York Mets,0.643,0.301
1966,Kansas City Athletics,0.631,0.294
1966,Chicago White Sox,0.628,0.297
1966,Pittsburgh Pirates,0.757,0.329
1966,Atlanta Braves,0.75,0.326
1966,Baltimore Orioles,0.733,0.324
1966,Detroit Tigers,0.727,0.321
1966,Cincinnati Reds,0.704,0.309
1966,Philadelphia Phillies,0.7,0.322
1966,Minnesota Twins,0.698,0.316
1966,San Francisco Giants,0.695,0.303
1966,Chicago Cubs,0.693,0.313
1966,Boston Red Sox,0.686,0.31
1966,Houston Astros,0.683,0.318
1966,Los Angeles Dodgers,0.676,0.314
1966,New York Yankees,0.673,0.299
1966,St. Louis Cardinals,0.666,0.298
1966,California Angels,0.657,0.303
1966,Cleveland Indians,0.657,0.297
1966,Washington Senators,0.65,0.295
1966,New York Mets,0.643,0.301
1966,Kansas City Athletics,0.631,0.294
1966,Chicago White Sox,0.628,0.297
1966,Pittsburgh Pirates,0.757,0.329
1966,Atlanta Braves,0.75,0.326
1966,Baltimore Orioles,0.733,0.324
1966,Detroit Tigers,0.727,0.321
1966,Cincinnati Reds,0.704,0.309
1966,Philadelphia Phillies,0.7,0.322
1966,Minnesota Twins,0.698,0.316
1966,San Francisco Giants,0.695,0.303
1966,Chicago Cubs,0.693,0.313
1966,Boston Red Sox,0.686,0.31
1966,Houston Astros,0.683,0.318
1966,Los Angeles Dodgers,0.676,0.314
1966,New York Yankees,0.673,0.299
1966,St. Louis Cardinals,0.666,0.298
1966,California Angels,0.657,0.303
1966,Cleveland Indians,0.657,0.297
1966,Washington Senators,0.65,0.295
1966,New York Mets,0.643,0.301
1966,Kansas City Athletics,0.631,0.294
1966,Chicago White Sox,0.628,0.297
1966,Pittsburgh Pirates,0.757,0.329
1966,Atlanta Braves,0.75,0.326
1966,Baltimore Orioles,0.733,0.324
1966,Detroit Tigers,0.727,0.321
1966,Cincinnati Reds,0.704,0.309
1966,Philadelphia Phillies,0.7,0.322
1966,Minnesota Twins,0.698,0.316
1966,San Francisco Giants,0.695,0.303
1966,Chicago Cubs,0.693,0.313
1966,Boston Red Sox,0.686,0.31
1966,Houston Astros,0.683,0.318
1966,Los Angeles Dodgers,0.676,0.314
1966,New York Yankees,0.673,0.299
1966,St. Louis Cardinals,0.666,0.298
1966,California Angels,0.657,0.303
1966,Cleveland Indians,0.657,0.297
1966,Washington Senators,0.65,0.295
1966,New York Mets,0.643,0.301
1966,Kansas City Athletics,0.631,0.294
1966,Chicago White Sox,0.628,0.297
1966,Pittsburgh Pirates,0.757,0.329
1966,Atlanta Braves,0.75,0.326
1966,Baltimore Orioles,0.733,0.324
1966,Detroit Tigers,0.727,0.321
1966,Cincinnati Reds,0.704,0.309
1966,Philadelphia Phillies,0.7,0.322
1966,Minnesota Twins,0.698,0.316
1966,San Francisco Giants,0.695,0.303
1966,Chicago Cubs,0.693,0.313
